"id","country","city","name","state","zipcode","date","gname","gaddress","website"
"446","usa","saint petersburg","eckerd college","fl","33711-4744","2/11/2015","Eckerd College","4200 54th Ave S, St. Petersburg, FL 33711, USA","https://www.eckerd.edu/"
"447","usa","albany","university at albany","ny","12222-0001","2/11/2015","University at Albany","1400 Washington Ave, Albany, NY 12222, USA","http://www.albany.edu/"
"448","usa","cincinnati","xavier university","oh","45207-1035","2/11/2015","Xavier University","3800 Victory Pkwy, Cincinnati, OH 45207, USA","http://www.xavier.edu/"
"449","usa","spearfish","black hills state univ","sd","57799-8840","2/11/2015","Black Hills State University","E.Y. Berry Library Learning Center, 1200 University St, Spearfish, SD 57799, USA","http://www.bhsu.edu/"
"450","usa","tucson","pima comm coll/desert vista","az","857096000","2/11/2015","Desert Vista Campus; Pima Community College","5901 S Calle Santa Cruz, Tucson, AZ 85709, USA","https://www.pima.edu/"
"451","usa","dearborn","univ of michigan-dearborn","mi","48128-2406","2/11/2015","University of Michigan- Dearborn","4901 Evergreen Rd, Dearborn, MI 48128, USA","http://umdearborn.edu/"
"452","usa","casper","university of wyoming","wy","82601","2/11/2015","University of Wyoming at Casper","125 College Dr # 163, Casper, WY 82601, USA","http://www.uwyo.edu/http://www.uwyo.edu/distance/centers/uwcasper.html"
"453","usa","dekalb","northern illinois univ","il","60115","2/11/2015","Northern Illinois University","1425 Lincoln Hwy, DeKalb, IL 60115, USA","http://www.niu.edu/"
"454","usa","norfolk","tidewater comm coll/norfolk","va","23510-1910","2/11/2015","Tidewater Community College - Norfolk Campus","300 Granby St, Norfolk, VA 23510, USA","http://www.tcc.edu/"
"455","usa","valley glen","los angeles valley college","ca","914014096","2/11/2015","Los Angeles Valley College","5800 Fulton Ave, Valley Glen, CA 91401, USA","https://www.lavc.edu/"
"456","usa","worcester","clark university","ma","1610","2/11/2015","Clark University","950 Main St, Worcester, MA 01610, USA","http://www.clarku.edu/"
"457","usa","cheney","eastern washington univ","wa","99004","2/12/2015","Eastern Washington University","526 5th St, Cheney, WA 99004, USA","http://www.ewu.edu/"
"458","usa","avon park","south florida state coll","fl","33825","2/12/2015","South Florida State College","600 W College Dr, Avon Park, FL 33825, USA","http://www.southflorida.edu/"
"459","usa","west barnstable","cape cod comm coll","ma","02668-1532","2/12/2015","Cape Cod Community College Bookstore","2240 Iyannough Rd, West Barnstable, MA 02668, USA","http://www.cccc.bkstr.com/"
"460","usa","russellville","arkansas tech university","ar","72801","2/12/2015","Arkansas Tech University","Doc Bryan, 1605 N Coliseum Dr, Russellville, AR 72801, USA","http://www.atu.edu/"
"461","usa","chesapeake","tidewater cc-chesapeake","va","23322-7108","2/12/2015","Tidewater Community College - Chesapeake Campus","1428 Cedar Rd, Chesapeake, VA 23322, USA","http://www.tcc.edu/"
"462","usa","irving","univ of dallas","tx","75062","2/12/2015","University of Dallas","1845 E Northgate Dr, Irving, TX 75062, USA","http://www.udallas.edu/"
"463","usa","norfolk","george washington univ","va","23502","2/12/2015","George Washington University","1 Old Oyster Point Rd # 200, Newport News, VA 23602, USA","https://www.gwu.edu/"
"464","usa","glendale","arizona state univ - west","az","85306-4908","2/12/2015","Arizona State University West Campus","4701 W Thunderbird Rd, Glendale, AZ 85306, USA","https://tours.asu.edu/west"
"465","usa","poughkeepsie","marist college","ny","12601-1350","2/12/2015","Marist College","3399 North Rd, Poughkeepsie, NY 12601, USA","http://www.marist.edu/"
"466","usa","kalamazoo","western michigan univ","mi","49008","2/12/2015","Western Michigan University","1903 W Michigan Ave, Kalamazoo, MI 49008, USA","http://www.wmich.edu/"
"467","usa","delhi","suny - delhi","ny","13753","2/12/2015","SUNY Delhi","454 Delhi Dr, Delhi, NY 13753, USA","http://www.delhi.edu/"
"468","usa","schuylkill haven","penn state u schuylkill","pa","17972-2202","2/12/2015","Penn State Schuylkill","200 University Dr, Schuylkill Haven, PA 17972, USA","http://sl.psu.edu/"
"469","usa","marion","marion technical college","oh","43302","2/12/2015","Marion Technical College","1467 Mt Vernon Ave, Marion, OH 43302, USA","http://www.mtc.edu/"
"470","usa","cedar city","southern utah university","ut","84720","2/12/2015","Southern Utah University","351 W University Blvd, Cedar City, UT 84720, USA","http://www.suu.edu/"
"471","usa","oakland","laney college","ca","94607","2/12/2015","Laney College","900 Fallon St, Oakland, CA 94607, USA","http://laney.edu/"
"472","usa","long beach","long beach city college - a","ca","90808","2/12/2015","Long Beach City College LAC Campus","4901 E Carson St, Long Beach, CA 90808, USA","http://www.lbcc.edu/"
"473","usa","clarinda","iowa western cc-clarinda","ia","51632","2/12/2015","Iowa Western Community College","923 E Washington St, Clarinda, IA 51632, USA","http://iwcc.edu/"
"474","usa","honolulu","hawaii pacific university","hi","96813","2/12/2015","Hawai'i Pacific University","1164 Bishop St, Honolulu, HI 96813, USA","https://www.hpu.edu/"
"475","usa","milwaukee","univ of wisconsin - milwaukee","wi","53211","2/12/2015","University of Wisconsin-Milwaukee","Milwaukee, WI 53211, USA","http://www4.uwm.edu/"
"476","usa","torrance","el camino college","ca","90506","2/13/2015","El Camino College","El Camino College, Torrance, CA 90506, USA","null"
"477","usa","chicago","univ of illinois at chicago","il","60607-7100","2/13/2015","University of Illinois at Chicago","1200 W Harrison St, Chicago, IL 60607, USA","http://www.uic.edu/"
"478","usa","new orleans","university of new orleans","la","70148-0001","2/13/2015","The University of New Orleans","2000 Lakeshore Dr, New Orleans, LA 70148, USA","http://www.uno.edu/"
"479","usa","malta","kishwaukee community coll","il","60150","2/13/2015","Kishwaukee College","21193 Malta Rd, Malta, IL 60150, USA","http://www.kishwaukeecollege.edu/"
"480","usa","honolulu","chaminade university","hi","96816","2/13/2015","Chaminade University","3140 Waialae Ave, Honolulu, HI 96816, USA","http://www.chaminade.edu/"
"481","usa","new york","cuny hunter college","ny","10021","2/13/2015","Hunter College","695 Park Ave, New York, NY 10065, USA","http://www.hunter.cuny.edu/"
"482","usa","canton","walsh university","oh","44720-3336","2/13/2015","Walsh University","2020 E Maple St, North Canton, OH 44720, USA","http://www.walsh.edu/"
"483","usa","commerce","texas a&m univ - commerce","tx","75428","2/13/2015","Texas A & M","Texas Ave, College Station, TX 77840, USA","https://www.tamu.edu/"
"484","usa","blacksburg","virginia tech","va","24061","2/13/2015","Virginia Polytechnic Institute and State University","Blacksburg, VA 24061, USA","http://www.vt.edu/"
"485","usa","denver","community college of denver","co","80204","2/14/2015","Community College Of Denver Confluence Building","800 Curtis Street, Denver, CO 80204, USA","http://www.ccd.edu/"
"486","usa","kingsville","coastal bend college-kingsvill","tx","78363","2/14/2015","Coastal Bend College","1814 Brahma Blvd, Kingsville, TX 78363, USA","http://www.coastalbend.edu/"
"487","usa","seminole","st petersburg  coll - seminole","fl","33772-2800","2/14/2015","SPC - Seminole Campus","9200 113th St, Seminole, FL 33772, USA","http://www.spcollege.edu/"
"488","usa","hayward","chabot college","ca","94545","2/15/2015","Chabot College","25555 Hesperian Blvd, Hayward, CA 94545, USA","http://www.chabotcollege.edu/"
"489","usa","watertown","jefferson community college","ny","13601-1822","2/15/2015","Jefferson Community College","1220 Coffeen Street, Watertown, NY 13601, USA","http://www.sunyjefferson.edu/"
"490","usa","university center","saginaw valley state univ","mi","48710-0001","2/15/2015","Ryder Center for Health and Physical Education at Saginaw Valley State University","7400 Bay Rd, University Center, MI 48710, USA","http://www.svsu.edu/rydercenter/"
"491","usa","louisville","kctcs-jefferson-downtown","ky","40202-2005","2/16/2015","Jefferson Community and Technical College","109 E Broadway, Louisville, KY 40202, USA","https://jefferson.kctcs.edu/"
"492","usa","logan","utah state university","ut","84322","2/16/2015","Utah State University","Logan, UT 84322, USA","http://www.usu.edu/"
"493","usa","battle creek","kellogg community college","mi","49017-3306","2/16/2015","Kellogg Community College","450 North Ave, Battle Creek, MI 49017, USA","http://www.kellogg.edu/"
"494","usa","saddle river","prentice hall university","nj","07458-1813","2/16/2015","Seton Hall University","400 S Orange Ave, South Orange, NJ 07079, USA","http://www.shu.edu/"
"495","usa","portland","portland cc-cascade","or","97217","2/16/2015","Portland Community College Cascade","705 N Killingsworth St, Portland, OR 97217, USA","http://www.pcc.edu/"
"496","usa","tallahassee","florida state university","fl","32306","2/16/2015","Florida State University","600 W College Ave, Tallahassee, FL 32306, USA","http://www.fsu.edu/"
"497","usa","glendale","glendale community college","ca","91208","2/16/2015","Glendale Community College","1500 N Verdugo Rd, Glendale, CA 91208, USA","http://www.glendale.edu/"
"498","usa","sioux falls","university of sioux falls","sd","57105","2/17/2015","University of Sioux Falls","1101 W 22nd St, Sioux Falls, SD 57105, USA","http://www.usiouxfalls.edu/"
"499","usa","montclair","montclair state university","nj","07043-1624","2/17/2015","Montclair State University","1 Normal Ave, Montclair, NJ 07043, USA","http://www.montclair.edu/"
"500","usa","bellingham","western washington univ","wa","98225","2/17/2015","Western Washington University","516 High St, Bellingham, WA 98225, USA","http://www.wwu.edu/"
"501","usa","columbus","columbus state university","ga","31907-5679","2/17/2015","Columbus State University","4225 University Ave, Columbus, GA 31907, USA","http://www.columbusstate.edu/"
"502","usa","valhalla","westchester cmty college","ny","10595-1550","2/17/2015","Westchester Community College","75 Grasslands Rd, Valhalla, NY 10595, USA","http://www.sunywcc.edu/"
"503","usa","bristol","roger williams university","ri","02809-2923","2/17/2015","Roger Williams University","1 Old Ferry Rd, Bristol, RI 02809, USA","http://www.rwu.edu/"
"504","usa","orange","chapman univ-orange","ca","92866","2/17/2015","Chapman University","1 University Dr, Orange, CA 92866, USA","http://www.chapman.edu/"
"505","usa","tallahassee","florida agric & mech univ","fl","32307","2/17/2015","Okeechobee Agri Civic Center","4601 FL-710, Okeechobee, FL 34974, USA","http://www.co.okeechobee.fl.us/departments/agri-civic-center-fairgrounds"
"506","usa","las vegas","univ of nevada las vegas","nv","89154","2/18/2015","University of Nevada, Las Vegas","4505 S Maryland Pkwy, Las Vegas, NV 89154, USA","https://www.unlv.edu/"
"507","usa","bellevue","bellevue university","ne","68005-3058","2/18/2015","Bellevue University","1000 Galvin Rd S, Bellevue, NE 68005, USA","http://www.bellevue.edu/"
"508","usa","norfolk","old dominion university","va","23529-0001","2/19/2015","Old Dominion University","Old Dominion University, 9701 Elkhorn Ave, Norfolk, VA 23508, USA","http://odu.edu/"
"509","usa","big rapids","ferris state university","mi","49307-2251","2/19/2015","Ferris State University","1201 S State St, Big Rapids, MI 49307, USA","http://www.ferris.edu/"
"510","usa","riverside","riverside city college","ca","92506","2/19/2015","Riverside City College","4800 Magnolia Ave, Riverside, CA 92506, USA","http://www.rccd.edu/"
"511","usa","memphis","university of memphis","tn","38152-0001","2/19/2015","University of Memphis","3720 Alumni Ave, Memphis, TN 38152, USA","http://www.memphis.edu/"
"512","usa","medford","delta college","or","97504","2/19/2015","Delta College","1961 Delta Rd, University Center, MI 48710, USA","http://www.delta.edu/"
"513","usa","portland","portland cmty coll sylvania","or","97219","2/19/2015","Portland Community College Sylvania","12000 SW 49th Ave, Portland, OR 97219, USA","https://www.pcc.edu/about/locations/sylvania/"
"514","usa","norco","norco college","ca","92860-2600","2/19/2015","Norco College","2001 Third St, Norco, CA 92860, USA","http://www.norcocollege.edu/"
"515","usa","los angeles","los angeles city college","ca","90029","2/19/2015","Los Angeles City College","855 N Vermont Ave, Los Angeles, CA 90029, USA","http://www.lacitycollege.edu/"
"516","usa","wheeling","wheeling jesuit university","wv","26003","2/20/2015","Wheeling Jesuit University Inc","316 Washington Ave, Wheeling, WV 26003, USA","http://www.wju.edu/"
"517","usa","boaz","snead state comm college","al","35957-1650","2/20/2015","Snead State Community College","220 N Walnut St, Boaz, AL 35957, USA","http://www.snead.edu/"
"518","usa","moreno valley","moreno valley college","ca","92551-2045","2/20/2015","Moreno Valley College","16130 Lasselle St, Moreno Valley, CA 92551, USA","http://www.mvc.edu/"
"519","usa","ft wayne","univeristy of st francis","in","46807","2/21/2015","University of Saint Francis","2701 Spring St, Fort Wayne, IN 46808, USA","http://www.sf.edu/"
"520","usa","bayside","queensborough cc of cuny","ny","11364","2/22/2015","QCC","222-05 56th Ave, Bayside, NY 11364, USA","http://www.qcc.cuny.edu/"
"521","usa","new york","fashion institute of tech","ny","10001","2/22/2015","Fashion Institute of Technology","227 W 27th St, New York, NY 10001, USA","http://www.fitnyc.edu/"
"522","usa","rockford","rock valley college","il","61114-5640","2/22/2015","Rock Valley College","3301 North Mulford Road, Rockford, IL 61114, USA","http://www.rockvalleycollege.edu/"
"523","usa","tucson","pima cc northwest","az","85709","2/23/2015","Pima Community College - Northwest Campus","7600 North Shannon Road, Tucson, AZ 85709, USA","http://www.pima.edu/"
"524","usa","walnut","mount san antonio college","ca","91789","2/23/2015","Mt. San Antonio College","1100 N Grand Ave, Walnut, CA 91789, USA","http://www.mtsac.edu/"
"525","usa","villanova","villanova university","pa","19085-1603","2/23/2015","Villanova University","800 Lancaster Ave, Villanova, PA 19085, USA","http://www.villanova.edu/"
"526","usa","pearl city","leeward community college","hi","96782","2/24/2015","Leeward Community College","96-045 Ala Ike, Pearl City, HI 96782, USA","http://www.leeward.hawaii.edu/"
"527","usa","forest grove","pacific university","or","97116","2/24/2015","Pacific University","2043 College Way, Forest Grove, OR 97116, USA","https://www.pacificu.edu/"
